,sEth,dEth,typEth,Source,Destination,proto,type,code,sPort,dPort,priority,action
601,9e:8d:de:80:29:28,*,0x800,*,czfe104.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
602,9e:8d:de:80:29:28,*,0x800,*,czfe36.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
603,9e:8d:de:80:29:28,*,0x800,*,czfe73.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
604,9e:8d:de:80:29:28,*,0x800,*,czfe119.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
605,*,ff:ff:ff:ff:ff:ff,0x800,*,*,17,*,*,*,67,*,forward
606,9e:8d:de:80:29:28,*,0x800,*,czfe95.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
607,9e:8d:de:80:29:28,*,0x800,*,czfe60.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
608,9e:8d:de:80:29:28,*,0x800,*,czfe43.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
609,9e:8d:de:80:29:28,*,0x800,*,czfe118.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
610,9e:8d:de:80:29:28,*,0x800,*,czfe93.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
611,9e:8d:de:80:29:28,*,0x800,*,czfe06.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
612,9e:8d:de:80:29:28,*,0x800,*,czfe117.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
613,9e:8d:de:80:29:28,*,0x800,*,czfe58.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
614,9e:8d:de:80:29:28,*,0x800,*,czfe42.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
615,9e:8d:de:80:29:28,*,0x800,*,czfe94.front01.iad01.production.nest.com,6,*,*,*,11095,*,forward
616,*,9e:8d:de:80:29:28,0x800,czfe91.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
617,*,9e:8d:de:80:29:28,0x800,weave-logsink.nest.com,*,6,*,*,11095,*,*,forward
618,*,9e:8d:de:80:29:28,0x800,czfe22.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
619,*,9e:8d:de:80:29:28,0x800,czfe32.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
620,*,9e:8d:de:80:29:28,0x800,czfe14.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
621,*,9e:8d:de:80:29:28,0x800,czfe113.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
622,*,*,0x800,*,*,17,*,*,67,*,*,forward
623,*,9e:8d:de:80:29:28,0x800,czfe36.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
624,*,9e:8d:de:80:29:28,0x800,czfe04.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
625,*,9e:8d:de:80:29:28,0x800,czfe108.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
626,*,9e:8d:de:80:29:28,0x800,czfe42.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
627,*,9e:8d:de:80:29:28,0x800,czfe58.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
628,*,9e:8d:de:80:29:28,0x800,czfe41.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
629,*,9e:8d:de:80:29:28,0x800,czfe79.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
630,*,*,0x800,*,*,17,*,*,53,*,*,forward
631,*,9e:8d:de:80:29:28,0x800,czfe16.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
632,*,9e:8d:de:80:29:28,0x800,czfe117.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
633,*,9e:8d:de:80:29:28,0x800,czfe94.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
634,*,9e:8d:de:80:29:28,0x800,czfe30.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
635,*,9e:8d:de:80:29:28,0x800,czfe49.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
636,*,9e:8d:de:80:29:28,0x800,czfe50.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
637,*,9e:8d:de:80:29:28,0x800,czfe66.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
638,*,9e:8d:de:80:29:28,0x800,czfe60.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
639,*,9e:8d:de:80:29:28,0x800,czfe33.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
640,*,9e:8d:de:80:29:28,0x800,czfe03.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
641,*,9e:8d:de:80:29:28,0x800,czfe104.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
642,*,9e:8d:de:80:29:28,0x800,czfe70.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
643,*,9e:8d:de:80:29:28,0x800,czfe11.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
644,*,9e:8d:de:80:29:28,0x800,czfe53.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
645,*,9e:8d:de:80:29:28,0x800,czfe109.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
646,*,9e:8d:de:80:29:28,0x800,czfe43.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
647,*,9e:8d:de:80:29:28,0x800,czfe21.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
648,*,9e:8d:de:80:29:28,0x800,czfe95.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
649,*,9e:8d:de:80:29:28,0x800,czfe119.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
650,*,9e:8d:de:80:29:28,0x800,frontdoor.nest.com,*,6,*,*,11095,*,*,forward
651,*,9e:8d:de:80:29:28,0x800,czfe73.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
652,*,9e:8d:de:80:29:28,0x800,czfe118.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
653,*,9e:8d:de:80:29:28,0x800,czfe84.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
654,*,9e:8d:de:80:29:28,0x800,czfe48.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
655,*,9e:8d:de:80:29:28,0x800,czfe89.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
656,*,9e:8d:de:80:29:28,0x800,czfe06.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
657,*,9e:8d:de:80:29:28,0x800,czfe17.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
658,*,9e:8d:de:80:29:28,0x800,czfe67.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
659,*,9e:8d:de:80:29:28,0x800,czfe71.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
660,*,9e:8d:de:80:29:28,0x800,czfe56.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
661,*,9e:8d:de:80:29:28,0x800,czfe105.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
662,*,9e:8d:de:80:29:28,0x800,czfe116.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
663,*,9e:8d:de:80:29:28,0x800,czfe93.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
664,*,9e:8d:de:80:29:28,0x800,czfe100.front01.iad01.production.nest.com,*,6,*,*,11095,*,*,forward
665,*,*,*,*,*,58,*,*,*,*,*,forward
666,*,*,*,*,*,58,*,*,*,*,*,forward
667,*,*,*,*,*,0,*,*,*,*,*,forward
668,*,*,0x0006,*,*,*,*,*,*,*,*,forward
669,*,*,0x888e,*,*,*,*,*,*,*,*,forward
670,9e:8d:de:80:29:28,*,0x800,*,2.android.pool.ntp.org,17,*,*,*,123,*,forward
671,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
672,9e:8d:de:80:29:28,*,0x800,*,v7.netatmo.net,1,8,0,*,*,*,forward
673,9e:8d:de:80:29:28,*,0x800,*,v4.netatmo.net,17,*,*,*,4500,*,forward
674,9e:8d:de:80:29:28,*,0x800,*,v2.netatmo.net,17,*,*,*,500,*,forward
675,9e:8d:de:80:29:28,*,0x800,*,vpn.netatmo.net,17,*,*,*,500,*,forward
676,*,*,0x800,*,*,17,*,*,*,53,*,forward
677,9e:8d:de:80:29:28,*,0x800,*,v9.netatmo.net,1,8,0,*,*,*,forward
678,9e:8d:de:80:29:28,*,0x800,*,v3.netatmo.net,1,8,0,*,*,*,forward
679,9e:8d:de:80:29:28,*,0x800,*,v4.netatmo.net,1,8,0,*,*,*,forward
680,9e:8d:de:80:29:28,*,0x800,*,v8.netatmo.net,1,8,0,*,*,*,forward
681,*,*,0x800,*,*,17,*,*,*,67,*,forward
682,9e:8d:de:80:29:28,*,0x800,*,v2.netatmo.net,17,*,*,*,4500,*,forward
683,9e:8d:de:80:29:28,*,0x800,*,vpn.netatmo.net,1,8,0,*,*,*,forward
684,9e:8d:de:80:29:28,*,0x800,*,v2.netatmo.net,1,8,0,*,*,*,forward
685,9e:8d:de:80:29:28,*,0x800,*,clients3.google.com,6,*,*,*,80,*,forward
686,9e:8d:de:80:29:28,*,0x800,*,v5.netatmo.net,1,8,0,*,*,*,forward
687,9e:8d:de:80:29:28,*,0x800,*,apicom.netatmo.net,6,*,*,*,443,*,forward
688,9e:8d:de:80:29:28,*,0x800,*,3.android.pool.ntp.org,17,*,*,*,123,*,forward
689,9e:8d:de:80:29:28,*,0x800,*,v4.netatmo.net,17,*,*,*,500,*,forward
690,9e:8d:de:80:29:28,*,0x800,*,vpn.netatmo.net,17,*,*,*,4500,*,forward
691,*,*,0x800,*,*,6,*,*,80,*,*,forward
692,*,9e:8d:de:80:29:28,0x800,vpn.netatmo.net,*,17,*,*,4500,*,*,forward
693,*,*,0x800,*,*,17,*,*,53,*,*,forward
694,*,9e:8d:de:80:29:28,0x800,v3.netatmo.net,*,1,0,0,*,*,*,forward
695,*,9e:8d:de:80:29:28,0x800,2.android.pool.ntp.org,*,17,*,*,123,*,*,forward
696,*,9e:8d:de:80:29:28,0x800,v8.netatmo.net,*,1,0,0,*,*,*,forward
697,*,9e:8d:de:80:29:28,0x800,v4.netatmo.net,*,1,0,0,*,*,*,forward
698,*,9e:8d:de:80:29:28,0x800,clients3.google.com,*,6,*,*,80,*,*,forward
699,*,9e:8d:de:80:29:28,0x800,apicom.netatmo.net,*,6,*,*,443,*,*,forward
700,*,9e:8d:de:80:29:28,0x800,v2.netatmo.net,*,17,*,*,500,*,*,forward
701,*,9e:8d:de:80:29:28,0x800,v4.netatmo.net,*,17,*,*,500,*,*,forward
702,*,9e:8d:de:80:29:28,0x800,vpn.netatmo.net,*,17,*,*,500,*,*,forward
703,*,9e:8d:de:80:29:28,0x800,vpn.netatmo.net,*,1,0,0,*,*,*,forward
704,*,9e:8d:de:80:29:28,0x800,3.android.pool.ntp.org,*,17,*,*,123,*,*,forward
705,*,9e:8d:de:80:29:28,0x800,v2.netatmo.net,*,1,0,0,*,*,*,forward
706,*,*,0x800,*,*,17,*,*,67,*,*,forward
707,*,9e:8d:de:80:29:28,0x800,v7.netatmo.net,*,1,0,0,*,*,*,forward
708,*,9e:8d:de:80:29:28,0x800,v2.netatmo.net,*,17,*,*,4500,*,*,forward
709,*,9e:8d:de:80:29:28,0x800,v9.netatmo.net,*,1,0,0,*,*,*,forward
710,*,*,0x800,*,*,6,*,*,*,80,*,forward
711,*,9e:8d:de:80:29:28,0x800,v5.netatmo.net,*,1,0,0,*,*,*,forward
712,*,9e:8d:de:80:29:28,0x800,v4.netatmo.net,*,17,*,*,4500,*,*,forward
713,*,*,*,*,*,58,*,*,*,*,*,forward
714,*,*,*,*,*,58,*,*,*,*,*,forward
715,*,*,*,*,*,0,*,*,*,*,*,forward
716,*,*,0x0006,*,*,*,*,*,*,*,*,forward
717,*,*,0x888e,*,*,*,*,*,*,*,*,forward
718,*,*,0x800,*,*,17,*,*,*,67,*,forward
719,*,*,0x800,*,*,17,*,*,*,53,*,forward
720,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
721,9e:8d:de:80:29:28,*,0x800,*,netcom.netatmo.net,6,*,*,*,25050,*,forward
722,*,*,0x800,*,*,17,*,*,53,*,*,forward
723,*,9e:8d:de:80:29:28,0x800,netcom.netatmo.net,*,6,*,*,25050,*,*,forward
724,*,*,0x800,*,*,17,*,*,67,*,*,forward
725,*,*,0x888e,*,*,*,*,*,*,*,*,forward
726,*,*,0x0006,*,*,*,*,*,*,*,*,forward
727,*,*,0x800,*,*,17,*,*,*,67,*,forward
728,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
729,9e:8d:de:80:29:28,*,0x800,*,127.0.0.1/32,17,*,*,*,137,*,forward
730,9e:8d:de:80:29:28,*,0x800,*,iptime.pix-star.com,6,*,*,*,80,*,forward
731,9e:8d:de:80:29:28,*,0x800,*,api.pix-star.com,6,*,*,*,443,*,forward
732,*,ff:ff:ff:ff:ff:ff,0x800,*,*,17,*,*,*,137,*,forward
733,*,ff:ff:ff:ff:ff:ff,0x800,*,*,17,*,*,*,138,*,forward
734,*,*,0x800,*,*,17,*,*,*,53,*,forward
735,*,9e:8d:de:80:29:28,0x800,iptime.pix-star.com,*,6,*,*,80,*,*,forward
736,*,*,0x800,*,*,17,*,*,53,*,*,forward
737,*,*,0x800,*,*,17,*,*,67,*,*,forward
738,*,9e:8d:de:80:29:28,0x800,api.pix-star.com,*,6,*,*,443,*,*,forward
739,*,*,*,*,*,0,*,*,*,*,*,forward
740,*,*,*,*,*,58,*,*,*,*,*,forward
741,*,*,*,*,*,58,*,*,*,*,*,forward
742,*,*,0x888e,*,*,*,*,*,*,*,*,forward
743,*,*,0x0006,*,*,*,*,*,*,*,*,forward
744,*,*,0x800,*,*,17,*,*,*,67,*,forward
745,*,*,0x800,*,*,17,*,*,*,53,*,forward
746,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
747,9e:8d:de:80:29:28,*,0x800,*,wu.ring.com,6,*,*,*,443,*,forward
748,9e:8d:de:80:29:28,*,0x800,*,fw.ring.com,6,*,*,*,80,*,forward
749,9e:8d:de:80:29:28,*,0x800,*,rss-dpd-service.ring.com,6,*,*,*,9998,*,forward
750,9e:8d:de:80:29:28,*,0x800,*,2.pool.ntp.org,17,*,*,*,123,*,forward
751,9e:8d:de:80:29:28,*,0x800,*,8.8.8.8/32,17,*,*,*,53,*,forward
752,*,9e:8d:de:80:29:28,0x800,fw.ring.com,*,6,*,*,80,*,*,forward
753,*,*,0x800,*,*,17,*,*,53,*,*,forward
754,*,9e:8d:de:80:29:28,0x800,2.pool.ntp.org,*,17,*,*,123,*,*,forward
755,*,9e:8d:de:80:29:28,0x800,wu.ring.com,*,6,*,*,443,*,*,forward
756,*,*,0x800,*,*,17,*,*,67,*,*,forward
757,*,9e:8d:de:80:29:28,0x800,8.8.8.8/32,*,17,*,*,53,*,*,forward
758,*,9e:8d:de:80:29:28,0x800,rss-dpd-service.ring.com,*,6,*,*,9998,*,*,forward
759,*,*,0x888e,*,*,*,*,*,*,*,*,forward
760,*,*,0x0006,*,*,*,*,*,*,*,*,forward
761,9e:8d:de:80:29:28,*,0x800,*,europe.pool.ntp.org,17,*,*,*,123,*,forward
762,9e:8d:de:80:29:28,*,*,*,224.0.0.251/32,2,*,*,*,*,*,forward
763,*,*,0x800,*,*,6,*,*,*,*,*,forward
764,9e:8d:de:80:29:28,*,*,*,224.0.0.22/32,2,*,*,*,*,*,forward
765,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
766,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
767,*,*,0x800,*,*,17,*,*,*,*,*,forward
768,9e:8d:de:80:29:28,*,0x800,*,pool.ntp.org,17,*,*,*,123,*,forward
769,*,*,0x800,*,*,6,*,*,*,*,*,forward
770,9e:8d:de:80:29:28,*,*,*,239.255.255.250/32,2,*,*,*,*,*,forward
771,*,*,0x800,*,*,17,*,*,*,53,*,forward
772,*,*,0x800,*,*,6,*,*,49152,*,*,forward
773,*,*,0x800,*,*,17,*,*,*,*,*,forward
774,9e:8d:de:80:29:28,*,0x800,*,xmpp.samsungsmartcam.com,6,*,*,*,5222,*,forward
775,*,*,0x800,*,*,17,*,*,*,67,*,forward
776,9e:8d:de:80:29:28,*,0x800,*,asia.pool.ntp.org,17,*,*,*,123,*,forward
777,9e:8d:de:80:29:28,*,0x800,*,media.samsungsmartcam.com,6,*,*,*,443,*,forward
778,9e:8d:de:80:29:28,*,*,*,224.0.0.2/32,2,*,*,*,*,*,forward
779,*,*,0x800,*,*,6,*,*,80,*,*,forward
780,*,*,0x800,*,*,17,*,*,53,*,*,forward
781,*,*,0x800,*,*,6,*,*,*,*,*,forward
782,*,9e:8d:de:80:29:28,0x800,europe.pool.ntp.org,*,17,*,*,123,*,*,forward
783,*,*,0x800,*,*,6,*,*,*,*,*,forward
784,*,9e:8d:de:80:29:28,0x800,asia.pool.ntp.org,*,17,*,*,123,*,*,forward
785,*,9e:8d:de:80:29:28,0x800,media.samsungsmartcam.com,*,6,*,*,443,*,*,forward
786,*,*,0x800,*,*,17,*,*,*,*,*,forward
787,*,*,0x800,*,*,17,*,*,67,*,*,forward
788,*,*,0x800,*,*,17,*,*,*,*,*,forward
789,*,*,0x800,*,*,6,*,*,*,49152,*,forward
790,*,*,0x800,*,*,6,*,*,*,80,*,forward
791,*,9e:8d:de:80:29:28,0x800,xmpp.samsungsmartcam.com,*,6,*,*,5222,*,*,forward
792,*,9e:8d:de:80:29:28,0x800,pool.ntp.org,*,17,*,*,123,*,*,forward
793,*,*,*,*,*,58,*,*,*,*,*,forward
794,*,*,*,*,*,17,*,*,*,1900,*,forward
795,*,*,*,*,*,17,*,*,*,5353,*,forward
796,*,*,*,*,*,58,*,*,*,*,*,forward
797,*,*,*,*,*,0,*,*,*,*,*,forward
798,*,*,0x0006,*,*,*,*,*,*,*,*,forward
799,*,*,0x888e,*,*,*,*,*,*,*,*,forward
800,9e:8d:de:80:29:28,*,0x800,*,pool.ntp.org,17,*,*,*,123,*,forward
801,*,*,0x800,*,*,17,*,*,*,53,*,forward
802,9e:8d:de:80:29:28,*,0x800,*,dc-na02-useast1.connect.smartthings.com,6,*,*,*,443,*,forward
803,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
804,9e:8d:de:80:29:28,*,0x800,*,239.255.255.250/32,17,*,*,*,1900,*,forward
805,9e:8d:de:80:29:28,*,0x800,*,DC.connect.smartthings.com,6,*,*,*,443,*,forward
806,*,*,0x800,*,*,17,*,*,*,39402,*,forward
807,*,*,0x800,*,*,17,*,*,*,39401,*,forward
808,*,*,0x800,*,*,17,*,*,53,*,*,forward
809,*,9e:8d:de:80:29:28,0x800,DC.connect.smartthings.com,*,6,*,*,443,*,*,forward
810,*,*,0x800,*,*,17,*,*,67,*,*,forward
811,*,9e:8d:de:80:29:28,0x800,dc-na02-useast1.connect.smartthings.com,*,6,*,*,443,*,*,forward
812,*,*,0x800,*,*,17,*,*,*,39400,*,forward
813,*,9e:8d:de:80:29:28,0x800,pool.ntp.org,*,17,*,*,123,*,*,forward
814,9e:8d:de:80:29:28,*,*,*,224.0.0.1/32,2,*,*,*,*,*,forward
815,*,*,0x800,*,*,17,*,*,*,67,*,forward
816,9e:8d:de:80:29:28,*,0x800,*,ipc.tplinkcloud.com,6,*,*,*,443,*,forward
817,9e:8d:de:80:29:28,*,0x800,*,0.pool.ntp.org,17,*,*,*,123,*,forward
818,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
819,9e:8d:de:80:29:28,*,0x800,*,ipc.tplinkcloud.com,6,*,*,*,80,*,forward
820,9e:8d:de:80:29:28,*,0x800,*,ipcserv.tplinkcloud.com,6,*,*,*,80,*,forward
821,*,*,0x800,*,*,17,*,*,*,*,*,forward
822,9e:8d:de:80:29:28,*,0x800,*,devs.tplinkcloud.com,6,*,*,*,443,*,forward
823,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
824,9e:8d:de:80:29:28,*,0x800,*,sg-stun.tplinkcloud.com,17,*,*,*,3478,*,forward
825,*,*,0x800,*,*,17,*,*,1068,*,*,forward
826,*,*,0x800,*,*,17,*,*,*,53,*,forward
827,*,*,0x800,*,*,6,*,*,8080,*,*,forward
828,9e:8d:de:80:29:28,*,0x800,*,aps1-relay.tplinkcloud.com,6,*,*,*,80,*,forward
829,9e:8d:de:80:29:28,*,*,*,224.0.0.2/32,2,*,*,*,*,*,forward
830,9e:8d:de:80:29:28,*,0x800,*,ipcserv.tplinkcloud.com,6,*,*,*,443,*,forward
831,*,*,0x800,*,*,6,*,*,80,*,*,forward
832,*,9e:8d:de:80:29:28,0x800,0.pool.ntp.org,*,17,*,*,123,*,*,forward
833,*,*,0x800,*,*,17,*,*,53,*,*,forward
834,*,9e:8d:de:80:29:28,0x800,ipc.tplinkcloud.com,*,6,*,*,80,*,*,forward
835,*,9e:8d:de:80:29:28,0x800,ipcserv.tplinkcloud.com,*,6,*,*,443,*,*,forward
836,*,9e:8d:de:80:29:28,0x800,ipcserv.tplinkcloud.com,*,6,*,*,80,*,*,forward
837,*,9e:8d:de:80:29:28,0x800,sg-stun.tplinkcloud.com,*,17,*,*,3478,*,*,forward
838,*,9e:8d:de:80:29:28,0x800,devs.tplinkcloud.com,*,6,*,*,443,*,*,forward
839,*,*,0x800,*,*,6,*,*,*,8080,*,forward
840,*,*,0x800,*,*,17,*,*,67,*,*,forward
841,*,9e:8d:de:80:29:28,0x800,aps1-relay.tplinkcloud.com,*,6,*,*,80,*,*,forward
842,*,*,0x800,*,*,17,*,*,*,*,*,forward
843,*,*,0x800,*,*,6,*,*,*,80,*,forward
844,*,9e:8d:de:80:29:28,0x800,ipc.tplinkcloud.com,*,6,*,*,443,*,*,forward
845,*,*,0x888e,*,*,*,*,*,*,*,*,forward
846,*,*,0x0006,*,*,*,*,*,*,*,*,forward
847,9e:8d:de:80:29:28,*,0x800,*,ru.pool.ntp.org,17,*,*,*,123,*,forward
848,*,*,0x800,*,*,17,*,*,*,67,*,forward
849,9e:8d:de:80:29:28,*,0x800,*,devs.tplinkcloud.com,6,*,*,*,50443,*,forward
850,9e:8d:de:80:29:28,*,0x800,*,de.pool.ntp.org,17,*,*,*,123,*,forward
851,9e:8d:de:80:29:28,*,0x800,*,s1b.time.edu.cn,17,*,*,*,123,*,forward
852,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
853,9e:8d:de:80:29:28,*,0x800,*,time-b.nist.gov,17,*,*,*,123,*,forward
854,9e:8d:de:80:29:28,*,0x800,*,0.cn.pool.ntp.org,17,*,*,*,123,*,forward
855,*,*,0x800,*,*,17,*,*,9999,*,*,forward
856,9e:8d:de:80:29:28,*,0x800,*,1.asia.pool.ntp.org,17,*,*,*,123,*,forward
857,9e:8d:de:80:29:28,*,0x800,*,ca.pool.ntp.org,17,*,*,*,123,*,forward
858,*,*,0x800,*,*,17,*,*,*,53,*,forward
859,9e:8d:de:80:29:28,*,0x800,*,us.pool.ntp.org,17,*,*,*,123,*,forward
860,9e:8d:de:80:29:28,*,0x800,*,uk.pool.ntp.org,17,*,*,*,123,*,forward
861,9e:8d:de:80:29:28,*,0x800,*,fr.pool.ntp.org,17,*,*,*,123,*,forward
862,*,*,0x800,*,*,6,*,*,9999,*,*,forward
863,*,9e:8d:de:80:29:28,0x800,s1b.time.edu.cn,*,17,*,*,123,*,*,forward
864,*,9e:8d:de:80:29:28,0x800,fr.pool.ntp.org,*,17,*,*,123,*,*,forward
865,*,*,0x800,*,*,17,*,*,53,*,*,forward
866,*,9e:8d:de:80:29:28,0x800,de.pool.ntp.org,*,17,*,*,123,*,*,forward
867,*,9e:8d:de:80:29:28,0x800,us.pool.ntp.org,*,17,*,*,123,*,*,forward
868,*,9e:8d:de:80:29:28,0x800,ca.pool.ntp.org,*,17,*,*,123,*,*,forward
869,*,9e:8d:de:80:29:28,0x800,0.cn.pool.ntp.org,*,17,*,*,123,*,*,forward
870,*,9e:8d:de:80:29:28,0x800,uk.pool.ntp.org,*,17,*,*,123,*,*,forward
871,*,9e:8d:de:80:29:28,0x800,time-b.nist.gov,*,17,*,*,123,*,*,forward
872,*,*,0x800,*,*,6,*,*,*,9999,*,forward
873,*,9e:8d:de:80:29:28,0x800,ru.pool.ntp.org,*,17,*,*,123,*,*,forward
874,*,*,0x800,*,*,17,*,*,67,*,*,forward
875,*,9e:8d:de:80:29:28,0x800,1.asia.pool.ntp.org,*,17,*,*,123,*,*,forward
876,*,9e:8d:de:80:29:28,0x800,devs.tplinkcloud.com,*,6,*,*,50443,*,*,forward
877,*,*,0x888e,*,*,*,*,*,*,*,*,forward
878,*,*,0x0006,*,*,*,*,*,*,*,*,forward
879,9e:8d:de:80:29:28,*,0x800,*,sip.aws.invoxia.io,17,*,*,*,10003,*,forward
880,9e:8d:de:80:29:28,*,0x800,*,crossbar.invoxia.io,6,*,*,*,8090,*,forward
881,9e:8d:de:80:29:28,*,0x800,*,playerservices.streamtheworld.com,6,*,*,*,80,*,forward
882,9e:8d:de:80:29:28,*,0x800,*,0.invoxia.pool.ntp.org,17,*,*,*,123,*,forward
883,9e:8d:de:80:29:28,ff:ff:ff:ff:ff:ff,0x800,*,255.255.255.255/32,17,*,*,*,67,*,forward
884,9e:8d:de:80:29:28,*,0x800,*,2.invoxia.pool.ntp.org,17,*,*,*,123,*,forward
885,9e:8d:de:80:29:28,*,0x800,*,sip.aws.invoxia.io,17,*,*,*,10002,*,forward
886,*,*,0x800,*,*,17,*,*,*,53,*,forward
887,9e:8d:de:80:29:28,*,0x800,*,18393.live.streamtheworld.com,6,*,*,*,80,*,forward
888,9e:8d:de:80:29:28,*,0x800,*,1129153316.airable.io,6,*,*,*,80,*,forward
889,9e:8d:de:80:29:28,*,0x800,*,whatismyip.akamai.com,6,*,*,*,80,*,forward
890,*,*,0x800,*,*,17,*,*,*,67,*,forward
891,9e:8d:de:80:29:28,*,0x800,*,sip.aws.invoxia.io,6,*,*,*,5228,*,forward
892,9e:8d:de:80:29:28,*,0x800,*,streaming.novaentertainment.com.au,6,*,*,*,80,*,forward
893,9e:8d:de:80:29:28,*,0x800,*,224.0.0.251/32,17,*,*,*,5353,*,forward
894,9e:8d:de:80:29:28,*,0x800,*,ws.invoxia.io,6,*,*,*,443,*,forward
895,9e:8d:de:80:29:28,*,0x800,*,3.invoxia.pool.ntp.org,17,*,*,*,123,*,forward
896,9e:8d:de:80:29:28,*,0x800,*,esdk-ffl.spotify.com,6,*,*,*,80,*,forward
897,9e:8d:de:80:29:28,*,0x800,*,developer.invoxia.com,6,*,*,*,80,*,forward
898,9e:8d:de:80:29:28,*,0x800,*,15373.live.streamtheworld.com,6,*,*,*,80,*,forward
899,*,*,0x800,*,*,17,*,*,53,*,*,forward
900,*,9e:8d:de:80:29:28,0x800,1129153316.airable.io,*,6,*,*,80,*,*,forward
901,*,9e:8d:de:80:29:28,0x800,2.invoxia.pool.ntp.org,*,17,*,*,123,*,*,forward
902,*,9e:8d:de:80:29:28,0x800,streaming.novaentertainment.com.au,*,6,*,*,80,*,*,forward
