,sEth,dEth,typEth,Source,Destination,proto,sPort,dPort,priority,action
367,*,9e:8d:de:80:29:28,0x0800,secure.insightexpressai.com,*,6,443,*,*,forward
368,*,9e:8d:de:80:29:28,0x0800,storage.googleapis.com,*,6,443,*,*,forward
369,*,9e:8d:de:80:29:28,0x0800,fonts.googleapis.com,*,6,443,*,*,forward
370,*,9e:8d:de:80:29:28,0x0800,clients4.google.com,*,6,443,*,*,forward
371,*,9e:8d:de:80:29:28,0x0800,ajax.googleapis.com,*,17,443,*,*,forward
372,*,9e:8d:de:80:29:28,0x0800,connectivitycheck.gstatic.com,*,17,443,*,*,forward
373,*,9e:8d:de:80:29:28,0x0800,google.com,*,6,443,*,*,forward
374,*,9e:8d:de:80:29:28,0x0800,www.youtube.com,*,1,*,*,*,forward
375,*,9e:8d:de:80:29:28,0x0800,www.youtube-nocookie.com,*,6,443,*,*,forward
376,*,9e:8d:de:80:29:28,0x0800,r3---sn-55goxu-ntqe.googlevideo.com,*,17,443,*,*,forward
377,*,9e:8d:de:80:29:28,0x0800,api-partner.spotify.com,*,6,443,*,*,forward
378,*,9e:8d:de:80:29:28,0x0800,lh6.googleusercontent.com,*,6,443,*,*,forward
379,*,9e:8d:de:80:29:28,0x0800,clients2.google.com,*,6,443,*,*,forward
380,*,9e:8d:de:80:29:28,0x0800,lh5.googleusercontent.com,*,17,443,*,*,forward
381,*,9e:8d:de:80:29:28,0x0800,ade.googlesyndication.com,*,17,443,*,*,forward
382,*,9e:8d:de:80:29:28,0x0800,android.clients.google.com,*,1,*,*,*,forward
383,*,9e:8d:de:80:29:28,0x0800,storage.googleapis.com,*,17,443,*,*,forward
384,*,9e:8d:de:80:29:28,0x0800,clients4.google.com,*,6,80,*,*,forward
385,*,9e:8d:de:80:29:28,0x0800,pagead2.googlesyndication.com,*,17,443,*,*,forward
386,*,*,0x0800,*,*,6,*,8009,*,forward
387,*,9e:8d:de:80:29:28,0x0800,ad.doubleclick.net,*,6,443,*,*,forward
388,*,9e:8d:de:80:29:28,0x0800,google.com,*,6,80,*,*,forward
389,*,9e:8d:de:80:29:28,0x0800,lh3.googleusercontent.com,*,6,443,*,*,forward
390,*,9e:8d:de:80:29:28,0x0800,google.com,*,17,443,*,*,forward
391,*,9e:8d:de:80:29:28,0x0800,android.clients.google.com,*,6,80,*,*,forward
392,*,9e:8d:de:80:29:28,0x0800,clients3.google.com,*,1,*,*,*,forward
393,*,9e:8d:de:80:29:28,0x0800,ssl.gstatic.com,*,6,443,*,*,forward
394,*,9e:8d:de:80:29:28,0x0800,yt3.ggpht.com,*,6,443,*,*,forward
395,*,9e:8d:de:80:29:28,0x0800,www.youtube.com,*,17,443,*,*,forward
396,*,9e:8d:de:80:29:28,0x0800,googleads.g.doubleclick.net,*,17,443,*,*,forward
397,*,9e:8d:de:80:29:28,0x0800,www.googleapis.com,*,6,443,*,*,forward
398,*,9e:8d:de:80:29:28,0x0800,tools.google.com,*,6,443,*,*,forward
399,*,9e:8d:de:80:29:28,0x0800,i.ytimg.com,*,17,443,*,*,forward
400,*,9e:8d:de:80:29:28,0x0800,fonts.gstatic.com,*,6,80,*,*,forward
401,*,9e:8d:de:80:29:28,0x0800,ad.doubleclick.net,*,17,443,*,*,forward
402,*,9e:8d:de:80:29:28,0x0800,i.ytimg.com,*,6,443,*,*,forward
403,*,9e:8d:de:80:29:28,0x0800,clients1.google.com,*,6,80,*,*,forward
404,*,9e:8d:de:80:29:28,0x0800,ssl.gstatic.com,*,17,443,*,*,forward
405,*,9e:8d:de:80:29:28,0x0800,r1---sn-55goxu-ntqe.googlevideo.com,*,6,443,*,*,forward
406,*,9e:8d:de:80:29:28,0x0800,lh5.googleusercontent.com,*,6,443,*,*,forward
407,*,9e:8d:de:80:29:28,0x0800,www.googleapis.com,*,17,443,*,*,forward
408,*,9e:8d:de:80:29:28,0x0800,ajax.googleapis.com,*,6,443,*,*,forward
409,*,9e:8d:de:80:29:28,0x0800,connectivitycheck.gstatic.com,*,6,443,*,*,forward
410,*,9e:8d:de:80:29:28,0x0800,tools.google.com,*,17,443,*,*,forward
411,*,9e:8d:de:80:29:28,0x0800,pagead2.googlesyndication.com,*,6,443,*,*,forward
412,*,9e:8d:de:80:29:28,0x0800,clients1.google.com,*,17,443,*,*,forward
413,*,9e:8d:de:80:29:28,0x0800,securepubads.g.doubleclick.net,*,17,443,*,*,forward
414,*,9e:8d:de:80:29:28,0x0800,fonts.googleapis.com,*,17,443,*,*,forward
419,9e:8d:de:80:29:28,*,0x0800,*,pool.ntp.org,17,*,123,*,forward
420,9e:8d:de:80:29:28,*,0x0800,*,oculus2275-us1.dropcam.com,6,*,443,*,forward
422,9e:8d:de:80:29:28,*,0x0800,*,nexus.dropcam.com,6,*,443,*,forward
425,9e:8d:de:80:29:28,*,0x0800,*,nexus-us1.dropcam.com,6,*,443,*,forward
426,9e:8d:de:80:29:28,*,0x0800,*,8.8.4.4/32,17,*,53,*,forward
428,*,9e:8d:de:80:29:28,0x0800,oculus2275-us1.dropcam.com,*,6,443,*,*,forward
429,*,9e:8d:de:80:29:28,0x0800,nexus-us1.dropcam.com,*,6,443,*,*,forward
431,*,9e:8d:de:80:29:28,0x0800,nexus.dropcam.com,*,6,443,*,*,forward
434,*,9e:8d:de:80:29:28,0x0800,8.8.4.4/32,*,17,53,*,*,forward
435,*,9e:8d:de:80:29:28,0x0800,pool.ntp.org,*,17,123,*,*,forward
440,9e:8d:de:80:29:28,*,0x0800,*,puppeteer.toytalk.com,6,*,443,*,forward
442,9e:8d:de:80:29:28,*,0x0800,*,firmware.toytalk.com,6,*,443,*,forward
443,9e:8d:de:80:29:28,*,0x0800,*,storage.toytalk.com,6,*,443,*,forward
445,*,9e:8d:de:80:29:28,0x0800,puppeteer.toytalk.com,*,6,443,*,*,forward
446,*,9e:8d:de:80:29:28,0x0800,firmware.toytalk.com,*,6,443,*,*,forward
448,*,9e:8d:de:80:29:28,0x0800,storage.toytalk.com,*,6,443,*,*,forward
451,9e:8d:de:80:29:28,*,0x0800,*,xmpp009.hpeprint.com,6,*,5222,*,forward
452,9e:8d:de:80:29:28,*,*,*,224.0.1.60/32,2,*,*,*,forward
454,9e:8d:de:80:29:28,*,0x0800,*,xmpp009.hpeprint.com,6,*,443,*,forward
455,9e:8d:de:80:29:28,*,0x0800,*,xmpp009.hpeprint.com,6,*,80,*,forward
456,*,ff:ff:ff:ff:ff:ff,0x0800,*,*,17,*,137,*,forward
459,9e:8d:de:80:29:28,*,0x0800,*,224.0.0.252/32,17,*,5355,*,forward
461,9e:8d:de:80:29:28,*,0x0800,*,chat.hpeprint.com,6,*,80,*,forward
463,9e:8d:de:80:29:28,*,0x0800,*,xmpp009.hpeprint.com,6,*,5223,*,forward
464,9e:8d:de:80:29:28,*,0x0800,*,chat.hpeprint.com,6,*,443,*,forward
465,9e:8d:de:80:29:28,*,0x0800,*,h10141.www1.hp.com,6,*,80,*,forward
466,*,*,0x0800,*,*,17,5353,*,*,forward
467,*,*,0x0800,*,*,6,80,*,*,forward
468,*,9e:8d:de:80:29:28,0x0800,xmpp009.hpeprint.com,*,6,80,*,*,forward
470,*,9e:8d:de:80:29:28,0x0800,h10141.www1.hp.com,*,6,80,*,*,forward
472,*,9e:8d:de:80:29:28,0x0800,xmpp009.hpeprint.com,*,6,443,*,*,forward
473,*,9e:8d:de:80:29:28,0x0800,xmpp009.hpeprint.com,*,6,5223,*,*,forward
474,*,*,0x0800,*,*,6,*,80,*,forward
475,*,9e:8d:de:80:29:28,0x0800,chat.hpeprint.com,*,6,443,*,*,forward
476,*,9e:8d:de:80:29:28,0x0800,chat.hpeprint.com,*,6,80,*,*,forward
477,*,9e:8d:de:80:29:28,0x0800,xmpp009.hpeprint.com,*,6,5222,*,*,forward
479,*,*,*,*,*,44,*,*,*,forward
480,*,*,*,*,*,17,*,5353,*,forward
486,*,*,*,*,*,17,5353,*,*,forward
487,*,*,*,*,*,17,*,5355,*,forward
494,9e:8d:de:80:29:28,*,0x0800,*,www.ecdinterface.philips.com,6,*,80,*,forward
496,9e:8d:de:80:29:28,*,0x0800,*,www2.meethue.com,6,*,443,*,forward
499,9e:8d:de:80:29:28,*,0x0800,*,time2.google.com,17,*,123,*,forward
500,9e:8d:de:80:29:28,*,0x0800,*,dcp.cpp.philips.com,6,*,80,*,forward
501,9e:8d:de:80:29:28,*,0x0800,*,time4.google.com,17,*,123,*,forward
503,9e:8d:de:80:29:28,*,0x0800,*,time.meethue.com,6,*,443,*,forward
504,9e:8d:de:80:29:28,*,0x0800,*,diagnostics.meethue.com,6,*,80,*,forward
506,9e:8d:de:80:29:28,*,0x0800,*,ws.meethue.com,6,*,443,*,forward
507,9e:8d:de:80:29:28,*,0x0800,*,time3.google.com,17,*,123,*,forward
508,9e:8d:de:80:29:28,*,0x0800,*,fds.cpp.philips.com,6,*,80,*,forward
509,9e:8d:de:80:29:28,*,0x0800,*,time1.google.com,17,*,123,*,forward
510,9e:8d:de:80:29:28,*,0x0800,*,bridge.meethue.com,6,*,80,*,forward
513,*,9e:8d:de:80:29:28,0x0800,time4.google.com,*,17,123,*,*,forward
514,*,9e:8d:de:80:29:28,0x0800,ws.meethue.com,*,6,443,*,*,forward
515,*,9e:8d:de:80:29:28,0x0800,time2.google.com,*,17,123,*,*,forward
516,*,9e:8d:de:80:29:28,0x0800,diagnostics.meethue.com,*,6,80,*,*,forward
517,*,9e:8d:de:80:29:28,0x0800,dcp.cpp.philips.com,*,6,80,*,*,forward
518,*,9e:8d:de:80:29:28,0x0800,www.ecdinterface.philips.com,*,6,80,*,*,forward
519,*,9e:8d:de:80:29:28,0x0800,bridge.meethue.com,*,6,80,*,*,forward
520,*,9e:8d:de:80:29:28,0x0800,www2.meethue.com,*,6,443,*,*,forward
521,*,9e:8d:de:80:29:28,0x0800,time1.google.com,*,17,123,*,*,forward
522,*,9e:8d:de:80:29:28,0x0800,time3.google.com,*,17,123,*,*,forward
523,*,9e:8d:de:80:29:28,0x0800,time.meethue.com,*,6,443,*,*,forward
524,*,9e:8d:de:80:29:28,0x0800,fds.cpp.philips.com,*,6,80,*,*,forward
536,9e:8d:de:80:29:28,*,0x0800,*,mqtt.evrythng.com,6,*,443,*,forward
537,9e:8d:de:80:29:28,*,0x0800,*,time.evrythng.com,6,*,80,*,forward
538,*,9e:8d:de:80:29:28,0x0800,time.evrythng.com,*,6,80,*,*,forward
541,*,9e:8d:de:80:29:28,0x0800,mqtt.evrythng.com,*,6,443,*,*,forward
549,*,ff:ff:ff:ff:ff:ff,0x0800,*,*,17,*,56700,*,forward
552,*,*,0x0800,*,*,17,56700,*,*,forward
554,9e:8d:de:80:29:28,*,0x0800,*,v2.broker.lifx.co,6,*,56700,*,forward
556,*,9e:8d:de:80:29:28,0x0800,v2.broker.lifx.co,*,6,56700,*,*,forward
560,*,*,0x0800,*,*,17,*,56700,*,forward
566,9e:8d:de:80:29:28,*,0x0800,*,czfe22.front01.iad01.production.nest.com,6,*,11095,*,forward
567,9e:8d:de:80:29:28,*,0x0800,*,czfe89.front01.iad01.production.nest.com,6,*,11095,*,forward
569,9e:8d:de:80:29:28,*,0x0800,*,czfe14.front01.iad01.production.nest.com,6,*,11095,*,forward
570,9e:8d:de:80:29:28,*,0x0800,*,czfe100.front01.iad01.production.nest.com,6,*,11095,*,forward
571,9e:8d:de:80:29:28,*,0x0800,*,czfe32.front01.iad01.production.nest.com,6,*,11095,*,forward
572,9e:8d:de:80:29:28,*,0x0800,*,czfe04.front01.iad01.production.nest.com,6,*,11095,*,forward
573,9e:8d:de:80:29:28,*,0x0800,*,czfe41.front01.iad01.production.nest.com,6,*,11095,*,forward
574,9e:8d:de:80:29:28,*,0x0800,*,frontdoor.nest.com,6,*,11095,*,forward
575,9e:8d:de:80:29:28,*,0x0800,*,czfe50.front01.iad01.production.nest.com,6,*,11095,*,forward
576,9e:8d:de:80:29:28,*,0x0800,*,czfe03.front01.iad01.production.nest.com,6,*,11095,*,forward
578,9e:8d:de:80:29:28,*,0x0800,*,czfe11.front01.iad01.production.nest.com,6,*,11095,*,forward
579,9e:8d:de:80:29:28,*,0x0800,*,czfe21.front01.iad01.production.nest.com,6,*,11095,*,forward
580,9e:8d:de:80:29:28,*,0x0800,*,czfe30.front01.iad01.production.nest.com,6,*,11095,*,forward
581,9e:8d:de:80:29:28,*,0x0800,*,czfe79.front01.iad01.production.nest.com,6,*,11095,*,forward
582,9e:8d:de:80:29:28,*,0x0800,*,czfe17.front01.iad01.production.nest.com,6,*,11095,*,forward
583,9e:8d:de:80:29:28,*,0x0800,*,czfe16.front01.iad01.production.nest.com,6,*,11095,*,forward
584,9e:8d:de:80:29:28,*,0x0800,*,czfe53.front01.iad01.production.nest.com,6,*,11095,*,forward
585,9e:8d:de:80:29:28,*,0x0800,*,czfe109.front01.iad01.production.nest.com,6,*,11095,*,forward
586,9e:8d:de:80:29:28,*,0x0800,*,czfe71.front01.iad01.production.nest.com,6,*,11095,*,forward
587,9e:8d:de:80:29:28,*,0x0800,*,czfe84.front01.iad01.production.nest.com,6,*,11095,*,forward
588,9e:8d:de:80:29:28,*,0x0800,*,czfe108.front01.iad01.production.nest.com,6,*,11095,*,forward
589,9e:8d:de:80:29:28,*,0x0800,*,czfe49.front01.iad01.production.nest.com,6,*,11095,*,forward
590,9e:8d:de:80:29:28,*,0x0800,*,czfe66.front01.iad01.production.nest.com,6,*,11095,*,forward
591,9e:8d:de:80:29:28,*,0x0800,*,czfe67.front01.iad01.production.nest.com,6,*,11095,*,forward
592,9e:8d:de:80:29:28,*,0x0800,*,czfe48.front01.iad01.production.nest.com,6,*,11095,*,forward
593,9e:8d:de:80:29:28,*,0x0800,*,czfe70.front01.iad01.production.nest.com,6,*,11095,*,forward
594,9e:8d:de:80:29:28,*,0x0800,*,czfe33.front01.iad01.production.nest.com,6,*,11095,*,forward
595,9e:8d:de:80:29:28,*,0x0800,*,weave-logsink.nest.com,6,*,11095,*,forward
596,9e:8d:de:80:29:28,*,0x0800,*,czfe91.front01.iad01.production.nest.com,6,*,11095,*,forward
597,9e:8d:de:80:29:28,*,0x0800,*,czfe116.front01.iad01.production.nest.com,6,*,11095,*,forward
598,9e:8d:de:80:29:28,*,0x0800,*,czfe56.front01.iad01.production.nest.com,6,*,11095,*,forward
599,9e:8d:de:80:29:28,*,0x0800,*,czfe113.front01.iad01.production.nest.com,6,*,11095,*,forward
600,9e:8d:de:80:29:28,*,0x0800,*,czfe105.front01.iad01.production.nest.com,6,*,11095,*,forward
601,9e:8d:de:80:29:28,*,0x0800,*,czfe104.front01.iad01.production.nest.com,6,*,11095,*,forward
602,9e:8d:de:80:29:28,*,0x0800,*,czfe36.front01.iad01.production.nest.com,6,*,11095,*,forward
603,9e:8d:de:80:29:28,*,0x0800,*,czfe73.front01.iad01.production.nest.com,6,*,11095,*,forward
604,9e:8d:de:80:29:28,*,0x0800,*,czfe119.front01.iad01.production.nest.com,6,*,11095,*,forward
605,*,ff:ff:ff:ff:ff:ff,0x0800,*,*,17,*,67,*,forward
606,9e:8d:de:80:29:28,*,0x0800,*,czfe95.front01.iad01.production.nest.com,6,*,11095,*,forward
607,9e:8d:de:80:29:28,*,0x0800,*,czfe60.front01.iad01.production.nest.com,6,*,11095,*,forward
608,9e:8d:de:80:29:28,*,0x0800,*,czfe43.front01.iad01.production.nest.com,6,*,11095,*,forward
609,9e:8d:de:80:29:28,*,0x0800,*,czfe118.front01.iad01.production.nest.com,6,*,11095,*,forward
610,9e:8d:de:80:29:28,*,0x0800,*,czfe93.front01.iad01.production.nest.com,6,*,11095,*,forward
611,9e:8d:de:80:29:28,*,0x0800,*,czfe06.front01.iad01.production.nest.com,6,*,11095,*,forward
612,9e:8d:de:80:29:28,*,0x0800,*,czfe117.front01.iad01.production.nest.com,6,*,11095,*,forward
613,9e:8d:de:80:29:28,*,0x0800,*,czfe58.front01.iad01.production.nest.com,6,*,11095,*,forward
614,9e:8d:de:80:29:28,*,0x0800,*,czfe42.front01.iad01.production.nest.com,6,*,11095,*,forward
615,9e:8d:de:80:29:28,*,0x0800,*,czfe94.front01.iad01.production.nest.com,6,*,11095,*,forward
616,*,9e:8d:de:80:29:28,0x0800,czfe91.front01.iad01.production.nest.com,*,6,11095,*,*,forward
617,*,9e:8d:de:80:29:28,0x0800,weave-logsink.nest.com,*,6,11095,*,*,forward
618,*,9e:8d:de:80:29:28,0x0800,czfe22.front01.iad01.production.nest.com,*,6,11095,*,*,forward
619,*,9e:8d:de:80:29:28,0x0800,czfe32.front01.iad01.production.nest.com,*,6,11095,*,*,forward
620,*,9e:8d:de:80:29:28,0x0800,czfe14.front01.iad01.production.nest.com,*,6,11095,*,*,forward
621,*,9e:8d:de:80:29:28,0x0800,czfe113.front01.iad01.production.nest.com,*,6,11095,*,*,forward
623,*,9e:8d:de:80:29:28,0x0800,czfe36.front01.iad01.production.nest.com,*,6,11095,*,*,forward
624,*,9e:8d:de:80:29:28,0x0800,czfe04.front01.iad01.production.nest.com,*,6,11095,*,*,forward
625,*,9e:8d:de:80:29:28,0x0800,czfe108.front01.iad01.production.nest.com,*,6,11095,*,*,forward
626,*,9e:8d:de:80:29:28,0x0800,czfe42.front01.iad01.production.nest.com,*,6,11095,*,*,forward
627,*,9e:8d:de:80:29:28,0x0800,czfe58.front01.iad01.production.nest.com,*,6,11095,*,*,forward
628,*,9e:8d:de:80:29:28,0x0800,czfe41.front01.iad01.production.nest.com,*,6,11095,*,*,forward
629,*,9e:8d:de:80:29:28,0x0800,czfe79.front01.iad01.production.nest.com,*,6,11095,*,*,forward
631,*,9e:8d:de:80:29:28,0x0800,czfe16.front01.iad01.production.nest.com,*,6,11095,*,*,forward
632,*,9e:8d:de:80:29:28,0x0800,czfe117.front01.iad01.production.nest.com,*,6,11095,*,*,forward
633,*,9e:8d:de:80:29:28,0x0800,czfe94.front01.iad01.production.nest.com,*,6,11095,*,*,forward
634,*,9e:8d:de:80:29:28,0x0800,czfe30.front01.iad01.production.nest.com,*,6,11095,*,*,forward
635,*,9e:8d:de:80:29:28,0x0800,czfe49.front01.iad01.production.nest.com,*,6,11095,*,*,forward
636,*,9e:8d:de:80:29:28,0x0800,czfe50.front01.iad01.production.nest.com,*,6,11095,*,*,forward
637,*,9e:8d:de:80:29:28,0x0800,czfe66.front01.iad01.production.nest.com,*,6,11095,*,*,forward
638,*,9e:8d:de:80:29:28,0x0800,czfe60.front01.iad01.production.nest.com,*,6,11095,*,*,forward
639,*,9e:8d:de:80:29:28,0x0800,czfe33.front01.iad01.production.nest.com,*,6,11095,*,*,forward
640,*,9e:8d:de:80:29:28,0x0800,czfe03.front01.iad01.production.nest.com,*,6,11095,*,*,forward
641,*,9e:8d:de:80:29:28,0x0800,czfe104.front01.iad01.production.nest.com,*,6,11095,*,*,forward
642,*,9e:8d:de:80:29:28,0x0800,czfe70.front01.iad01.production.nest.com,*,6,11095,*,*,forward
643,*,9e:8d:de:80:29:28,0x0800,czfe11.front01.iad01.production.nest.com,*,6,11095,*,*,forward
644,*,9e:8d:de:80:29:28,0x0800,czfe53.front01.iad01.production.nest.com,*,6,11095,*,*,forward
645,*,9e:8d:de:80:29:28,0x0800,czfe109.front01.iad01.production.nest.com,*,6,11095,*,*,forward
646,*,9e:8d:de:80:29:28,0x0800,czfe43.front01.iad01.production.nest.com,*,6,11095,*,*,forward
647,*,9e:8d:de:80:29:28,0x0800,czfe21.front01.iad01.production.nest.com,*,6,11095,*,*,forward
648,*,9e:8d:de:80:29:28,0x0800,czfe95.front01.iad01.production.nest.com,*,6,11095,*,*,forward
649,*,9e:8d:de:80:29:28,0x0800,czfe119.front01.iad01.production.nest.com,*,6,11095,*,*,forward
650,*,9e:8d:de:80:29:28,0x0800,frontdoor.nest.com,*,6,11095,*,*,forward
651,*,9e:8d:de:80:29:28,0x0800,czfe73.front01.iad01.production.nest.com,*,6,11095,*,*,forward
652,*,9e:8d:de:80:29:28,0x0800,czfe118.front01.iad01.production.nest.com,*,6,11095,*,*,forward
653,*,9e:8d:de:80:29:28,0x0800,czfe84.front01.iad01.production.nest.com,*,6,11095,*,*,forward
654,*,9e:8d:de:80:29:28,0x0800,czfe48.front01.iad01.production.nest.com,*,6,11095,*,*,forward
655,*,9e:8d:de:80:29:28,0x0800,czfe89.front01.iad01.production.nest.com,*,6,11095,*,*,forward
656,*,9e:8d:de:80:29:28,0x0800,czfe06.front01.iad01.production.nest.com,*,6,11095,*,*,forward
657,*,9e:8d:de:80:29:28,0x0800,czfe17.front01.iad01.production.nest.com,*,6,11095,*,*,forward
658,*,9e:8d:de:80:29:28,0x0800,czfe67.front01.iad01.production.nest.com,*,6,11095,*,*,forward
659,*,9e:8d:de:80:29:28,0x0800,czfe71.front01.iad01.production.nest.com,*,6,11095,*,*,forward
660,*,9e:8d:de:80:29:28,0x0800,czfe56.front01.iad01.production.nest.com,*,6,11095,*,*,forward
661,*,9e:8d:de:80:29:28,0x0800,czfe105.front01.iad01.production.nest.com,*,6,11095,*,*,forward
662,*,9e:8d:de:80:29:28,0x0800,czfe116.front01.iad01.production.nest.com,*,6,11095,*,*,forward
663,*,9e:8d:de:80:29:28,0x0800,czfe93.front01.iad01.production.nest.com,*,6,11095,*,*,forward
664,*,9e:8d:de:80:29:28,0x0800,czfe100.front01.iad01.production.nest.com,*,6,11095,*,*,forward
670,9e:8d:de:80:29:28,*,0x0800,*,2.android.pool.ntp.org,17,*,123,*,forward
672,9e:8d:de:80:29:28,*,0x0800,*,v7.netatmo.net,1,*,*,*,forward
673,9e:8d:de:80:29:28,*,0x0800,*,v4.netatmo.net,17,*,4500,*,forward
674,9e:8d:de:80:29:28,*,0x0800,*,v2.netatmo.net,17,*,500,*,forward
675,9e:8d:de:80:29:28,*,0x0800,*,vpn.netatmo.net,17,*,500,*,forward
677,9e:8d:de:80:29:28,*,0x0800,*,v9.netatmo.net,1,*,*,*,forward
678,9e:8d:de:80:29:28,*,0x0800,*,v3.netatmo.net,1,*,*,*,forward
679,9e:8d:de:80:29:28,*,0x0800,*,v4.netatmo.net,1,*,*,*,forward
680,9e:8d:de:80:29:28,*,0x0800,*,v8.netatmo.net,1,*,*,*,forward
682,9e:8d:de:80:29:28,*,0x0800,*,v2.netatmo.net,17,*,4500,*,forward
683,9e:8d:de:80:29:28,*,0x0800,*,vpn.netatmo.net,1,*,*,*,forward
684,9e:8d:de:80:29:28,*,0x0800,*,v2.netatmo.net,1,*,*,*,forward
686,9e:8d:de:80:29:28,*,0x0800,*,v5.netatmo.net,1,*,*,*,forward
687,9e:8d:de:80:29:28,*,0x0800,*,apicom.netatmo.net,6,*,443,*,forward
688,9e:8d:de:80:29:28,*,0x0800,*,3.android.pool.ntp.org,17,*,123,*,forward
689,9e:8d:de:80:29:28,*,0x0800,*,v4.netatmo.net,17,*,500,*,forward
690,9e:8d:de:80:29:28,*,0x0800,*,vpn.netatmo.net,17,*,4500,*,forward
692,*,9e:8d:de:80:29:28,0x0800,vpn.netatmo.net,*,17,4500,*,*,forward
694,*,9e:8d:de:80:29:28,0x0800,v3.netatmo.net,*,1,*,*,*,forward
695,*,9e:8d:de:80:29:28,0x0800,2.android.pool.ntp.org,*,17,123,*,*,forward
696,*,9e:8d:de:80:29:28,0x0800,v8.netatmo.net,*,1,*,*,*,forward
697,*,9e:8d:de:80:29:28,0x0800,v4.netatmo.net,*,1,*,*,*,forward
699,*,9e:8d:de:80:29:28,0x0800,apicom.netatmo.net,*,6,443,*,*,forward
700,*,9e:8d:de:80:29:28,0x0800,v2.netatmo.net,*,17,500,*,*,forward
701,*,9e:8d:de:80:29:28,0x0800,v4.netatmo.net,*,17,500,*,*,forward
702,*,9e:8d:de:80:29:28,0x0800,vpn.netatmo.net,*,17,500,*,*,forward
703,*,9e:8d:de:80:29:28,0x0800,vpn.netatmo.net,*,1,*,*,*,forward
704,*,9e:8d:de:80:29:28,0x0800,3.android.pool.ntp.org,*,17,123,*,*,forward
705,*,9e:8d:de:80:29:28,0x0800,v2.netatmo.net,*,1,*,*,*,forward
707,*,9e:8d:de:80:29:28,0x0800,v7.netatmo.net,*,1,*,*,*,forward
708,*,9e:8d:de:80:29:28,0x0800,v2.netatmo.net,*,17,4500,*,*,forward
709,*,9e:8d:de:80:29:28,0x0800,v9.netatmo.net,*,1,*,*,*,forward
711,*,9e:8d:de:80:29:28,0x0800,v5.netatmo.net,*,1,*,*,*,forward
712,*,9e:8d:de:80:29:28,0x0800,v4.netatmo.net,*,17,4500,*,*,forward
721,9e:8d:de:80:29:28,*,0x0800,*,netcom.netatmo.net,6,*,25050,*,forward
723,*,9e:8d:de:80:29:28,0x0800,netcom.netatmo.net,*,6,25050,*,*,forward
729,9e:8d:de:80:29:28,*,0x0800,*,127.0.0.1/32,17,*,137,*,forward
730,9e:8d:de:80:29:28,*,0x0800,*,iptime.pix-star.com,6,*,80,*,forward
731,9e:8d:de:80:29:28,*,0x0800,*,api.pix-star.com,6,*,443,*,forward
733,*,ff:ff:ff:ff:ff:ff,0x0800,*,*,17,*,138,*,forward
735,*,9e:8d:de:80:29:28,0x0800,iptime.pix-star.com,*,6,80,*,*,forward
738,*,9e:8d:de:80:29:28,0x0800,api.pix-star.com,*,6,443,*,*,forward
747,9e:8d:de:80:29:28,*,0x0800,*,wu.ring.com,6,*,443,*,forward
748,9e:8d:de:80:29:28,*,0x0800,*,fw.ring.com,6,*,80,*,forward
749,9e:8d:de:80:29:28,*,0x0800,*,rss-dpd-service.ring.com,6,*,9998,*,forward
750,9e:8d:de:80:29:28,*,0x0800,*,2.pool.ntp.org,17,*,123,*,forward
752,*,9e:8d:de:80:29:28,0x0800,fw.ring.com,*,6,80,*,*,forward
754,*,9e:8d:de:80:29:28,0x0800,2.pool.ntp.org,*,17,123,*,*,forward
755,*,9e:8d:de:80:29:28,0x0800,wu.ring.com,*,6,443,*,*,forward
758,*,9e:8d:de:80:29:28,0x0800,rss-dpd-service.ring.com,*,6,9998,*,*,forward
761,9e:8d:de:80:29:28,*,0x0800,*,europe.pool.ntp.org,17,*,123,*,forward
763,*,*,0x0800,*,*,6,*,*,*,forward
772,*,*,0x0800,*,*,6,49152,*,*,forward
774,9e:8d:de:80:29:28,*,0x0800,*,xmpp.samsungsmartcam.com,6,*,5222,*,forward
776,9e:8d:de:80:29:28,*,0x0800,*,asia.pool.ntp.org,17,*,123,*,forward
777,9e:8d:de:80:29:28,*,0x0800,*,media.samsungsmartcam.com,6,*,443,*,forward
782,*,9e:8d:de:80:29:28,0x0800,europe.pool.ntp.org,*,17,123,*,*,forward
784,*,9e:8d:de:80:29:28,0x0800,asia.pool.ntp.org,*,17,123,*,*,forward
785,*,9e:8d:de:80:29:28,0x0800,media.samsungsmartcam.com,*,6,443,*,*,forward
789,*,*,0x0800,*,*,6,*,49152,*,forward
791,*,9e:8d:de:80:29:28,0x0800,xmpp.samsungsmartcam.com,*,6,5222,*,*,forward
794,*,*,*,*,*,17,*,1900,*,forward
802,9e:8d:de:80:29:28,*,0x0800,*,dc-na02-useast1.connect.smartthings.com,6,*,443,*,forward
805,9e:8d:de:80:29:28,*,0x0800,*,DC.connect.smartthings.com,6,*,443,*,forward
806,*,*,0x0800,*,*,17,*,39402,*,forward
807,*,*,0x0800,*,*,17,*,39401,*,forward
809,*,9e:8d:de:80:29:28,0x0800,DC.connect.smartthings.com,*,6,443,*,*,forward
811,*,9e:8d:de:80:29:28,0x0800,dc-na02-useast1.connect.smartthings.com,*,6,443,*,*,forward
812,*,*,0x0800,*,*,17,*,39400,*,forward
816,9e:8d:de:80:29:28,*,0x0800,*,ipc.tplinkcloud.com,6,*,443,*,forward
817,9e:8d:de:80:29:28,*,0x0800,*,0.pool.ntp.org,17,*,123,*,forward
